,0,1,2,3,4,5,6,7,8,9,10
1659,Ｒｉｓｔｏｒａｎｔｅ ｄａ Ｎｉｎｏ ,35.664753,139.729836,http://mobile.gnavi.co.jp/shop/1023101/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ランチ：11:30～15:00(L.O.14:00)<BR>月～土 ディナー：18:00～22:30(L.O.22:00),毎週日曜日,"{'line': '地下鉄千代田線', 'station_exit': '3番出口', 'walk': '徒歩3', 'note': {}, 'station': '乃木坂駅'}",8000,1400,"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
1660,BAR＆GRILL TORO’S ,35.653372,139.704522,http://mobile.gnavi.co.jp/shop/7081849/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 11:50～15:00(L.O.14:30)<BR>月～木・土 18:00～23:00(L.O.22:00)<BR>金 18:00～24:00(L.O.23:00),毎週日曜日 祝日,"{'line': 'ＪＲ', 'station_exit': '西口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",4000,1000,"['ハンバーグ', '洋食屋']"
1661,トップス 渋谷店,35.656969,139.70345,http://mobile.gnavi.co.jp/shop/5525547/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～水・日 ランチ・ディナー：10:00～22:00(L.O.21:30)<BR>木～土 ランチ・ディナー：10:00～21:00(L.O.20:30)<BR>月～日 ランチ：10:00～15:00<BR>月～日 ディナー：15:00～18:00(※アフタヌーンセット),年中無休,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",1500,1500,"['カレーライス', {'@attributes': {'order': '1'}}]"
1662,Bistro＆Cafe Roots ,35.667772,139.707769,http://mobile.gnavi.co.jp/shop/7198569/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月・水～日 ランチ：11:00～19:00(L.O.18:30)<BR>月～木・日 ディナー：19:00～翌2:00(L.O.1:30)<BR>金・土 ディナー：19:00～翌5:00(L.O.4:30),不定休日あり<BR>※※ランチのみ火曜定休,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩5', 'note': {}, 'station': '原宿駅'}",3000,800,"['ビストロ', 'イタリアン(イタリア料理)']"
1663,shibuya JUMP ,35.659297,139.700111,http://mobile.gnavi.co.jp/shop/6294574/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},{},{},"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",2000,{},"['バー', 'お酒 その他']"
1664,宇田川カフェ Suite ,35.658431,139.699947,http://mobile.gnavi.co.jp/shop/7151090/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, ランチ：12:00～17:00、ディナー：17:00～23:00<BR>土・日・祝日 ランチ：12:00～15:00<BR>土・日・祝日 カフェ：15:00～17:00,年中無休,"{'line': '地下鉄半蔵門線', 'station_exit': '3a出口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",3000,1000,"['パーティールーム・スペース', 'イタリアン(イタリア料理)']"
1665,九州じゃんがら 原宿店,35.666369,139.706722,http://mobile.gnavi.co.jp/shop/1048597/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木 ランチ・ディナー：10:45～24:00<BR>金 ランチ・ディナー：10:45～翌2:00<BR>土 ランチ・ディナー：10:00～翌2:00<BR>日・祝日 ランチ・ディナー：10:00～24:00,無,"{'line': 'ＪＲ', 'station_exit': '表参道口', 'walk': '徒歩1', 'note': {}, 'station': '原宿駅'}",850,{},"['ラーメン・麺料理 その他', {'@attributes': {'order': '1'}}]"
1666,ソムリエのいる店 魚介バル hiro 渋谷,35.655547,139.702228,http://mobile.gnavi.co.jp/shop/6669685/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木 17:00～翌2:00<BR>金・土 17:00～翌4:00,毎週日曜日,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩2', 'note': {}, 'station': '渋谷駅'}",2700,{},"['ワイン', 'バー']"
1667,博多食堂 渋谷店,35.658461,139.699592,http://mobile.gnavi.co.jp/shop/7229388/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 11:00～24:00(※スープがなくなり次第終了),無,"{'line': '地下鉄半蔵門線', 'station_exit': '3a出口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",1000,1000,"['ラーメン', '居酒屋']"
1668,La Chou Chou ,35.665181,139.709792,http://mobile.gnavi.co.jp/shop/6390199/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木・日 ランチ・ディナー：12:00～22:30(L.O.21:30)<BR>金・土・祝前日 ランチ・ディナー：12:00～23:30(L.O.22:30),無,"{'line': '地下鉄千代田線', 'station_exit': '5番出口', 'walk': '徒歩3', 'note': {}, 'station': '明治神宮前駅'}",2000,1000,"['ビストロ', '欧米・各国料理 その他']"
1669,マンジャペッシェ ,35.672114,139.709675,http://mobile.gnavi.co.jp/shop/1017450/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},土・日・祝日 ランチ：11:30～15:00(L.O.14:00)<BR>火～日・祝日 ディナー：17:30～24:00(L.O.22:30),毎週月曜日,"{'line': '地下鉄副都心線', 'station_exit': '2番出口', 'walk': '徒歩3', 'note': {}, 'station': '北参道駅'}",9000,4000,"['イタリアン(イタリア料理)', '洋食 その他']"
1670,焼肉 寿亭 ,35.655506,139.701489,http://mobile.gnavi.co.jp/shop/7179155/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日・祝前日・祝日 11:00～翌4:30(L.O.4:00)(※17：00まではランチメニュー注文OK！日曜・祝日は23：00閉店※12／27（日）は11：00～翌4：30 （L．O．4：00）で営業します。<BR>※1／2 ・ 1／3は12：00～23：00 （L．O22：30）で営業します。),※年末年始（12月31日～1月1日）,"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '徒歩1', 'note': {}, 'station': '渋谷駅'}",3500,900,"['焼肉', 'ホルモン']"
1671,魚まみれ 眞吉 宮益坂店,35.657469,139.707933,http://mobile.gnavi.co.jp/shop/7077590/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ディナー：17:30～翌1:00(L.O.23:30)<BR>日・祝日 ディナー：16:00～24:00(L.O.23:00),無,"{'line': '地下鉄副都心線', 'station_exit': '13a', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",4000,1000,"['居酒屋', '刺身・海鮮料理']"
1672,おうどんとろとろ房 渋谷,35.654542,139.708036,http://mobile.gnavi.co.jp/shop/7173199/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 11:00～23:00(L.O.22:30)<BR>日 11:00～21:00(L.O.20:30),無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",1300,750,"['うどん', '串揚げ']"
1673,珈琲茶館 集 原宿表参道店 ,35.666081,139.707372,http://mobile.gnavi.co.jp/shop/6908507/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 10:00～23:00,年中無休,"{'line': '東京メトロ副都心線', 'station_exit': '5番出口', 'walk': '徒歩2', 'note': {}, 'station': '明治神宮前駅'}",900,1000,"['喫茶店・軽食', {'@attributes': {'order': '1'}}]"
1674,ギャラバー ,35.654522,139.701878,http://mobile.gnavi.co.jp/shop/7211695/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, バー：19:00～翌5:00(ご要望があれば朝5時以降も営業いたします。),年中無休,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",5000,{},"['ショットバー', 'バー']"
1675,四季料理居酒屋わたら瀬 ,35.652669,139.708792,http://mobile.gnavi.co.jp/shop/7164660/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ランチ：11:30～14:00<BR>月～土 ディナー：17:00～24:00(L.O.23:00),毎週日曜日 祝日,"{'line': 'ＪＲ', 'station_exit': '新南口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",4000,880,"['居酒屋', '郷土料理']"
1676,Bau Board Diner ,35.651564,139.707178,http://mobile.gnavi.co.jp/shop/7185970/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ランチ：11:30～14:30(L.O.14:00)<BR>月～土 ディナー：17:30～24:00(L.O.23:00)<BR>日・祝日 ディナー：17:30～23:00(L.O.22:00),不定休日あり,"{'line': 'ＪＲ', 'station_exit': '西口', 'walk': '徒歩10', 'note': {}, 'station': '渋谷駅'}",5000,1300,"['ビストロ', 'ワイン']"
1677,Neues ,35.669744,139.733144,http://mobile.gnavi.co.jp/shop/7101911/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 9:00～23:00(L.O.22:00),不定休日あり<BR>※ＧＷ、年末年始、その他,"{'line': '地下鉄半蔵門線', 'station_exit': '4番出口', 'walk': '徒歩5', 'note': {}, 'station': '青山一丁目駅'}",3500,1000,"['ドイツ料理', '欧米・各国料理 その他']"
1678,一蘭 渋谷スペイン坂店 ,35.657747,139.701861,http://mobile.gnavi.co.jp/shop/7282149/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 24時間営業,年中無休,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",1000,{},"['ラーメン', {'@attributes': {'order': '1'}}]"
1679,風ぐるま ,35.654203,139.707633,http://mobile.gnavi.co.jp/shop/5145155/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ディナー：17:30～24:00(L.O.23:30),毎週土・日曜日 祝日,"{'line': 'ＪＲ山手線', 'station_exit': '東口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",3700,{},"['割烹', {'@attributes': {'order': '1'}}]"
1680,pipal ,35.659544,139.698781,http://mobile.gnavi.co.jp/shop/6100211/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：12:00～15:00<BR>月～日・祝日 ディナー：18:00～24:00(L.O.23:00),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '徒歩8', 'note': {}, 'station': '渋谷駅'}",3500,1000,"['オーガニック料理', {'@attributes': {'order': '1'}}]"
1681,Matori ,35.657914,139.718406,http://mobile.gnavi.co.jp/shop/6382372/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 11:30～24:00(L.O.23:00)<BR>日 11:30～22:00(L.O.21:30)<BR>祝日 11:30～23:00(L.O.22:00),無,"{'line': '地下鉄千代田線', 'station_exit': {}, 'walk': '徒歩5', 'note': {}, 'station': '表参道駅'}",2500,900,"['欧米・各国料理 その他', {'@attributes': {'order': '1'}}]"
1682,リゾットカフェ 東京基地 離 スペイン坂店,35.658197,139.702186,http://mobile.gnavi.co.jp/shop/7230466/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},火～日・祝日 ランチ：11:30～16:00<BR>火～日・祝日 ディナー：17:00～23:30,"毎週月曜日<BR>※※月曜日は定休日ですが、祝日前は営業いたします。
※たまに月曜日以外もお休みすることがあるので問い合わせをお願いいたします。","{'line': '地下鉄半蔵門線', 'station_exit': '3a出口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",1500,1100,"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
1683,まーさん 渋谷本店,35.656775,139.698983,http://mobile.gnavi.co.jp/shop/5920529/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～14:00<BR>土・日・祝 ランチ：11:30～15:00<BR>月～日 ランチ・ディナー：11:30～23:30(L.O.23:00),不定休日あり,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩10', 'note': {}, 'station': '渋谷駅'}",1200,980,"['ハンバーグ', {'@attributes': {'order': '1'}}]"
1684,BAR 東京Gorilla03 ,35.653797,139.700003,http://mobile.gnavi.co.jp/shop/6953593/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木・日 21:00～翌5:00<BR>金・土 21:00～翌8:00,不定休日あり,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩6', 'note': {}, 'station': '渋谷駅'}",3000,{},"['パーティールーム・スペース', 'ダイニングバー']"
1685,お米のクレープ専門店 JAPAN CREPE ,35.667558,139.708028,http://mobile.gnavi.co.jp/shop/7001571/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日・祝前日・祝日 10:00～20:00(L.O.20:00)(<BR>),年中無休,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",500,{},"['クレープ', 'カフェ・スイーツ その他']"
1686,LivingBar M＆W TOKYO,35.654311,139.707783,http://mobile.gnavi.co.jp/shop/7000564/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 18:00～翌3:00(L.O.2:30)<BR>日・祝日 18:00～翌1:00(L.O.24:30),無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",3500,{},"['ダイニングバー', 'イタリアン(イタリア料理)']"
1687,喰神 ,35.653456,139.699272,http://mobile.gnavi.co.jp/shop/6344416/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 夜の部：17:30～24:00(L.O.23:30),毎週日曜日 祝日,"{'line': '京王井の頭線', 'station_exit': {}, 'walk': '徒歩6', 'note': {}, 'station': '渋谷駅'}",3000,{},"['創作和食', {'@attributes': {'order': '1'}}]"
1688,煙石 ,35.660103,139.714503,http://mobile.gnavi.co.jp/shop/0182502/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日・祝日 ランチ：11:30～14:30(L.O.14:00)<BR>月～日・祝日 ディナー：17:30～23:30(L.O.22:30),無,"{'line': '地下鉄', 'station_exit': 'B1番出口', 'walk': '徒歩2', 'note': {}, 'station': '表参道駅'}",3500,{},"['居酒屋', '創作和食']"
1689,純天然だしラーメン アートマサシヤ ,35.652339,139.699689,http://mobile.gnavi.co.jp/shop/6287139/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月・火・木～日 ランチ：11:30～15:00((スープ終了次第終了)),毎週水曜日,"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",800,800,"['ラーメン・麺料理 その他', {'@attributes': {'order': '1'}}]"
1690,Wine Bar Borracho 【ボラーチョ】 渋谷肉横丁店,35.657997,139.70175,http://mobile.gnavi.co.jp/shop/6763151/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木・日 17:00～24:00(L.O.23:30)<BR>金・土 17:00～翌5:00(L.O.4:30),無,"{'line': 'ＪＲ', 'station_exit': '3a出口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",3000,{},"['居酒屋', '焼肉']"
1691,牛角 渋谷店 ,35.658008,139.701172,http://mobile.gnavi.co.jp/shop/6951221/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ディナー：17:00～24:00(L.O.23:20)<BR>土・日・祝 ランチ・ディナー：12:00～24:00(L.O.23:20),年中無休,"{'line': 'JR', 'station_exit': {}, 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",3200,2700,"['焼肉', '牛タン']"
1692,渋谷 貸切パーティースペース Aurra,35.653167,139.704297,http://mobile.gnavi.co.jp/shop/6044397/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 24時間営業：(貸切は24時間　予約対応しております),不定休日あり,"{'line': 'ＪＲ', 'station_exit': '西口', 'walk': '徒歩2', 'note': {}, 'station': '渋谷駅'}",1000,{},"['ダイニングバー', 'パーティールーム・スペース']"
1693,セグンドコレオス ,35.655236,139.701861,http://mobile.gnavi.co.jp/shop/5902728/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ディナー：18:00～翌2:00(L.O.1:30),毎週日曜日 祝日,"{'line': 'ＪＲ山手線', 'station_exit': 'ハチ公口', 'walk': '徒歩3', 'note': {}, 'station': '渋谷駅'}",3500,{},"['バー', 'イタリアン(イタリア料理)']"
1694,庵狐 円山店,35.652922,139.697069,http://mobile.gnavi.co.jp/shop/5145075/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ディナー：18:00～翌2:00(L.O.1:00)<BR>土 ディナー：17:00～翌2:00(L.O.1:00)<BR>日 ディナー：17:00～翌1:00(L.O.24:00),無,"{'line': '京王井の頭線', 'station_exit': {}, 'walk': '徒歩5', 'note': {}, 'station': '神泉駅'}",4200,{},"['シーフード料理', {'@attributes': {'order': '1'}}]"
1695,ブルーノート東京 ,35.658036,139.719444,http://mobile.gnavi.co.jp/shop/0123693/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ディナー：17:30～翌1:00<BR>土・日・祝日 ディナー：16:00～24:00(※公演によって異なる場合がございます。),不定休日あり,"{'line': '東京メトロ', 'station_exit': 'B3', 'walk': '徒歩8', 'note': {}, 'station': '表参道駅'}",12000,{},"['クラブ・ラウンジ', '無国籍料理']"
1696,ティ・ロランド ,35.656256,139.697217,http://mobile.gnavi.co.jp/shop/7102254/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},火～日 11:45～23:00(L.O.22:00),毎週月曜日<BR>※※月曜祝日の場合は翌日,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩9', 'note': {}, 'station': '渋谷駅'}",4000,1500,"['クレープ', 'フレンチ(フランス料理)']"
1697,TI DOCTORS RESTAURANT ,35.663886,139.716936,http://mobile.gnavi.co.jp/shop/7127566/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～15:00、ディナー：18:00～23:00(L.O.22:00)<BR>土・祝日 ランチ：12:00～16:00(L.O.15:00)<BR>土・祝日 ディナー：18:00～23:00(L.O.22:00)<BR>日 ランチ：12:00～17:00(L.O.16:30),年中無休<BR>※※年末年始は休業になります。,"{'line': '地下鉄千代田線', 'station_exit': 'A3番出口', 'walk': '徒歩2', 'note': {}, 'station': '表参道駅'}",5000,1500,"['野菜料理', 'ダイニングバー']"
1698,brezzaTerrazzoAoyama ,35.667308,139.729639,http://mobile.gnavi.co.jp/shop/6218433/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～土 ランチ：11:00～14:00(L.O.14:00)<BR>月～土 ディナー：17:00～22:00(L.O.22:00),毎週日曜日 祝日,"{'line': '地下鉄', 'station_exit': {}, 'walk': '徒歩2', 'note': {}, 'station': '青山一丁目駅'}",2500,1200,"['炭火焼き・炉端焼き', 'イタリアン(イタリア料理)']"
1699,文房具カフェ ,35.664789,139.714836,http://mobile.gnavi.co.jp/shop/6415066/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 10:00～23:30(L.O.22:30)(定休日：なし（年末年始休業のみ）),{},"{'line': {}, 'station_exit': {}, 'walk': {}, 'note': {}, 'station': {}}",1000,{},"['カフェ', 'コーヒー']"
1700,Blimp club ,35.657453,139.719294,http://mobile.gnavi.co.jp/shop/6998050/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ディナー：19:00～翌4:00(L.O.3:30)<BR>土 ディナー：19:00～翌3:00(L.O.2:30),毎週日曜日 祝日,"{'line': '地下鉄千代田線', 'station_exit': 'B1番出口', 'walk': '徒歩10', 'note': {}, 'station': '表参道駅'}",3000,{},"['バー', {'@attributes': {'order': '1'}}]"
1701,yinega ,35.657433,139.708264,http://mobile.gnavi.co.jp/shop/7183691/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日 ランチ：11:30～16:00<BR>月～日 ディナー：18:00～24:30,不定休日あり,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩4', 'note': {}, 'station': '渋谷駅'}",4000,1000,"['パシフィックリム', {'@attributes': {'order': '1'}}]"
1702,渋谷Dining Bar DOOR ,35.659294,139.700203,http://mobile.gnavi.co.jp/shop/7125883/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～日・祝前日・祝日 12:00～18:00(※昼間のパーティーは要相談。お気軽にお問い合わせください。)<BR>月～木・日・祝日 18:00～翌2:00(L.O.1:00)<BR>金・土・祝前日 18:00～翌5:00(L.O.4:30),無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '徒歩6', 'note': {}, 'station': '渋谷駅'}",3000,3000,"['パーティールーム・スペース', 'バイキング・ビュッフェ']"
1703,ドミナント ,35.656692,139.720364,http://mobile.gnavi.co.jp/shop/1012734/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～金 ランチ：11:30～14:00(L.O.14:00)<BR>月～土・祝日 ディナー：18:00～23:00(L.O.22:30),毎週日曜日,"{'line': '地下鉄', 'station_exit': {}, 'walk': '徒歩10', 'note': {}, 'station': '表参道駅'}",10000,1000,"['ステーキ', {'@attributes': {'order': '1'}}]"
1704,お料理Miee ,35.673381,139.709333,http://mobile.gnavi.co.jp/shop/6440144/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 15:00～24:00(L.O.23:00),毎週水曜日,"{'line': '地下鉄副都心線', 'station_exit': '2番出口', 'walk': '徒歩2', 'note': {}, 'station': '北参道駅'}",3500,{},"['居酒屋', '小料理']"
1705,BRITISH PUB HUB 原宿店,35.666747,139.709369,http://mobile.gnavi.co.jp/shop/7086997/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{},月～木 17:00～24:00<BR>金 17:00～翌2:00<BR>土・日 14:00～24:00,無,"{'line': '地下鉄千代田線', 'station_exit': {}, 'walk': '徒歩2', 'note': {}, 'station': '明治神宮前駅'}",3000,{},"['ビアレストラン', {'@attributes': {'order': '1'}}]"
1706,Aoyama ZERO CAFE ,35.657667,139.710786,http://mobile.gnavi.co.jp/shop/7068146/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,{}, 11:30～23:00,※※土・日 貸切パーティーのみ営業,"{'line': 'ＪＲ', 'station_exit': '東口', 'walk': '徒歩5', 'note': {}, 'station': '渋谷駅'}",1500,890,"['パーティールーム・スペース', 'カフェ']"
